PROJECT,IPT,RESP,WBS ID,DESCRIPTION,CEC,COMPANY,PERF,MILSTD,CLIN,CHARGE #,YYYYMM,BCWS HRS/UTS,BCWP HRS/UTS,ACT HRS/UTS,ETC HRS/UTS,E
EMDLBRF,HEX,HEX,611-6AHEX2,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX2,201104,,,,0,L
EMDLBRF,HEX,HEX,611-6AHEX2,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX2,201105,,,,0,L
EMDLBRF,HEX,HEX,611-6AHEX2,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX2,201106,,,,0,L
EMDLBRF,HEX,HEX,611-6AHEX2,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX2,201107,,,,0,L
EMDLBRF,HEX,HEX,611-6AHEX2,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX2,201108,,,,0,L
EMDLBRF,HEX,HEX,611-6AHEX2,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX2,201109,,,,40,L
EMDLBRF,HEX,HEX,611-6AHEX2,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX2,201110,,,,41.2,L
EMDLBRF,HEX,HEX,611-6AHEX2,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX2,201111,,,,55,L
EMDLBRF,HEX,HEX,611-6AHEX2,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX2,201201,,,,0,L
EMDLBRF,HEX,HEX,611-6AHEX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX1,201108,,,,0,L
EMDLBRF,HEX,HEX,611-6AHEX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX1,201109,,,,0,L
EMDLBRF,HEX,HEX,611-6AHEX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX1,201110,,,,0,L
EMDLBRF,HEX,HEX,611-6AHEX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX1,201111,,,,0,L
EMDLBRF,HEX,HEX,611-6AHEX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX1,201112,,,,1,L
EMDLBRF,HEX,HEX,611-6AHEX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX1,201201,,,,0,L
EMDLBRF,HEX,HEX,611-6AHEX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX1,201203,,,,212,L
EMDLBRF,HEX,HEX,611-6AHEX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX1,201204,,,,250,L
EMDLBRF,HEX,HEX,611-6AHEX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX1,201205,,,,411.7,L
EMDLBRF,HEX,HEX,611-6AHEX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX1,201206,,,,0,L
EMDLBRF,HJX,HJX,611-6AHJX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHJX1,201106,,,,0,L
EMDLBRF,HJX,HJX,611-6AHJX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHJX1,201107,,,,0,L
EMDLBRF,HJX,HJX,611-6AHJX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHJX1,201108,,,,0,L
EMDLBRF,HJX,HJX,611-6AHJX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHJX1,201109,,,,0,L
EMDLBRF,HJX,HJX,611-6AHJX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHJX1,201110,,,,0,L
EMDLBRF,HJX,HJX,611-6AHJX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHJX1,201111,,,,121,L
EMDLBRF,HJX,HJX,611-6AHJX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHJX1,201112,,,,121,L
EMDLBRF,HJX,HJX,611-6AHJX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHJX1,201201,,,,121,L
EMDLBRF,HJX,HJX,611-6AHJX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHJX1,201202,,,,121,L
EMDLBRF,HJX,HJX,611-6AHJX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHJX1,201203,,,,121,L
EMDLBRF,HJX,HJX,611-6AHJX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHJX1,201204,,,,121,L
EMDLBRF,HJX,HJX,611-6AHJX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHJX1,201205,,,,121.8,L
EMDLBRF,HJX,HJX,611-6AHJX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHJX1,201206,,,,120,L
EMDLBRF,HJX,HJX,611-6AHJX1,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHJX1,201207,,,,121,L
EMDLBRF,HEX,HEX,611-6AHEX3,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX3,201107,,,,10,L
EMDLBRF,HEX,HEX,611-6AHEX3,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX3,201108,,,,0,L
EMDLBRF,HEX,HEX,611-6AHEX3,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX3,201109,,,,15,L
EMDLBRF,HEX,HEX,611-6AHEX3,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX3,201110,,,,15,L
EMDLBRF,HEX,HEX,611-6AHEX3,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX3,201111,,,,24,L
EMDLBRF,HEX,HEX,611-6AHEX3,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX3,201112,,,,0,L
EMDLBRF,HEX,HEX,611-6AHEX3,SAR COMPLEX IMAGERY,EMDIF,,,,,LX86AHEX3,201201,,,,0,L
EMDLBRF,HBX,HBX,611-6AHBX2,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX86AHBX2,201111,,,,0,L
EMDLBRF,HBX,HBX,611-6AHBX2,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX86AHBX2,201112,,,,4,L
EMDLBRF,HBX,HBX,611-6AHBX2,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX86AHBX2,201201,,,,5,L
EMDLBRF,HBX,HBX,611-6AHBX2,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX86AHBX2,201202,,,,7,L
EMDLBRF,HBX,HBX,611-6AHBX2,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX86AHBX2,201203,,,,0,L
EMDLBRF,HBX,HBX,611-6AHBX2,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX86AHBX2,201206,,,,0,L
EMDLBRF,HEX,HEX,61162A-814H,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX861162A,201105,,,,200,L
EMDLBRF,HEX,HEX,61162A-814H,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX861162A,201106,,,,0,L
EMDLBRF,HEX,HEX,61162A-814H,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX861162A,201107,,,,67,L
EMDLBRF,HEX,HEX,61162A-818H,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX861162A,201105,,,,40,L
EMDLBRF,HEX,HEX,61162A-818H,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX861162A,201106,,,,40,L
EMDLBRF,HEX,HEX,61162A-818H,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX861162A,201107,,,,40,L
EMDLBRF,HEX,HEX,61162A-818H,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX861162A,201108,,,,86.7,L
EMDLBRF,HEX,HEX,61162A-818H,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX861162A,201109,,,,46.7,L
EMDLBRF,HEX,HEX,61162A-818H,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX861162A,201110,,,,0,L
EMDLBRF,HEX,HEX,61162A-3J48,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX861162A,201105,,,,33,L
EMDLBRF,HEX,HEX,61162A-3J48,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX861162A,201106,,,,33,L
EMDLBRF,HEX,HEX,61162A-3J48,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX861162A,201107,,,,27,L
EMDLBRF,HEX,HEX,61162A-3J48,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX861162A,201108,,,,0,L
EMDLBRF,HEX,HEX,61162A-3J48,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX861162A,201110,,,,0,L
EMDLBRF,HEX,HEX,61162A-3J48,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX861162A,201111,,,,0,L
EMDLBRF,HEX,HEX,61162A-3J48,SAR COMPLEX IMAGERY-CR 21199 SSR FLT TST REPLACEMENT FOR EISS VPH DATA COLLECTION,EMDIF,,,,,LX861162A,201112,,,,0,L
EMDLBRF,HEX,HEX,611-6AHXXA,Phase Distortion Tables EREC Upgrade for SAR Complex Imagery Flight Test,EMDIF,,,,,LX86AHXXA,201112,,,,0,L
EMDLBRF,HEX,HEX,611-6AHXXA,Phase Distortion Tables EREC Upgrade for SAR Complex Imagery Flight Test,EMDIF,,,,,LX86AHXXA,201201,,,,13,L
EMDLBRF,HEX,HEX,611-6AHXXA,Phase Distortion Tables EREC Upgrade for SAR Complex Imagery Flight Test,EMDIF,,,,,LX86AHXXA,201202,,,,23,L
EMDLBRF,H00,H00,622RKC-810H,BLOCK 30 REWORK,SP3,,,,,LX8622RKC,201101,,,,0,L
EMDLBRF,HEX,HEX,62228A-814H,ASIP ACC3/4 SHROUD PRODUCTIONIZATION- CR# GH20714,SP3,,,,,LX862228A,201101,,,,16.8,L
EMDLBRF,HEX,HEX,62228A-3J48,ASIP ACC3/4 SHROUD PRODUCTIONIZATION- CR# GH20714,SP3,,,,,LX862228A,201101,,,,0,L
EMDLBRF,HBC,HBX,63A41A-811H000U,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201103,,,,0,L
EMDLBRF,HBD,HBX,63A41A-811H00F2,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201103,,,,0,L
EMDLBRF,HBA,HBX,63A41A-811H00R1,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201103,,,,0,L
EMDLBRF,HBA,HBX,63A41A-811H00R1,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201104,,,,0,L
EMDLBRF,HBA,HBX,63A41A-811H00R1,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201111,,,,0,L
EMDLBRF,HDX,HDX,63A41A-813H000G,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201103,,,,0,L
EMDLBRF,HDX,HDX,63A41A-813H000U,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201103,,,,0,L
EMDLBRF,HDX,HDX,63A41A-813H00F1,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201103,,,,0,L
EMDLBRF,HDX,HDX,63A41A-813H00F2,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201103,,,,0,L
EMDLBRF,HEX,HEX,63A41A-814H000U,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201103,,,,0,L
EMDLBRF,HEX,HEX,63A41A-814H00C1,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201103,,,,0,L
EMDLBRF,HEX,HEX,63A41A-814H00C2,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201103,,,,0,L
EMDLBRF,HEX,HEX,63A41A-814H00C3,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201103,,,,0,L
EMDLBRF,HEX,HEX,63A41A-814H00F2,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201103,,,,0,L
EMDLBRF,HEX,HEX,63A41A-815H,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201103,,,,0,L
EMDLBRF,HEX,HEX,63A41A-815H,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201104,,,,0,L
EMDLBRF,HEX,HEX,63A41A-815H000U,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201104,,,,0,L
EMDLBRF,HEX,HEX,63A41A-815H00C2,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201103,,,,0,L
EMDLBRF,HEX,HEX,63A41A-815H00C4,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201103,,,,0,L
EMDLBRF,HEX,HEX,63A41A-815H00C4,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201111,,,,0,L
EMDLBRF,HEX,HEX,63A41A-818H000J,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201111,,,,0,L
EMDLBRF,HEX,HEX,63A41A-818H00C3,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201103,,,,0,L
EMDLBRF,HEX,HEX,63A41A-818H00C3,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201111,,,,0,L
EMDLBRF,HJA,HJX,63A41A-819H000A,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201104,,,,0,L
EMDLBRF,HJA,HJX,63A41A-819H000A,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201111,,,,0,L
EMDLBRF,HJB,HJX,63A41A-819H000D,MP-RTIP INTERGRATION PRELIMINARY DESIGN,MPRTIP,,,,,LX863A41A,201111,,,,0,L
EMDLBRF,HBD,HBX,63A-31HBD1,MP-RTIP BLOCK 40 FCA CONFIG,MPRTIP,,,,,LX831HBD1,201101,,,,247.382,L
EMDLBRF,HBD,HBX,63A-31HBD1,MP-RTIP BLOCK 40 FCA CONFIG,MPRTIP,,,,,LX831HBD1,201102,,,,252.5,L
EMDLBRF,HBD,HBX,63A-31HBD1,MP-RTIP BLOCK 40 FCA CONFIG,MPRTIP,,,,,LX831HBD1,201103,,,,100,L
EMDLBRF,HBD,HBX,63A-31HBD1,MP-RTIP BLOCK 40 FCA CONFIG,MPRTIP,,,,,LX831HBD1,201104,,,,149.95,L
EMDLBRF,HBD,HBX,63A-31HBD1,MP-RTIP BLOCK 40 FCA CONFIG,MPRTIP,,,,,LX831HBD1,201105,,,,0,L
EMDLBRF,HBD,HBX,63A-31HBD1,MP-RTIP BLOCK 40 FCA CONFIG,MPRTIP,,,,,LX831HBD1,201108,,,,0,L
EMDLBRF,HBD,HBX,63A-31HBD1,MP-RTIP BLOCK 40 FCA CONFIG,MPRTIP,,,,,LX831HBD1,201110,,,,120.04,L
EMDLBRF,HBD,HBX,63A-31HBD1,MP-RTIP BLOCK 40 FCA CONFIG,MPRTIP,,,,,LX831HBD1,201111,,,,188,L
EMDLBRF,HBD,HBX,63A-31HBD1,MP-RTIP BLOCK 40 FCA CONFIG,MPRTIP,,,,,LX831HBD1,201112,,,,219,L
EMDLBRF,HBD,HBX,63A-31HBD1,MP-RTIP BLOCK 40 FCA CONFIG,MPRTIP,,,,,LX831HBD1,201201,,,,335.6666667,L
EMDLBRF,HBD,HBX,63A-31HBD1,MP-RTIP BLOCK 40 FCA CONFIG,MPRTIP,,,,,LX831HBD1,201202,,,,49.99666667,L
EMDLBRF,HBD,HBX,63A-31HBD1,MP-RTIP BLOCK 40 FCA CONFIG,MPRTIP,,,,,LX831HBD1,201203,,,,50,L
EMDLBRF,HBD,HBX,63A-31HBD1,MP-RTIP BLOCK 40 FCA CONFIG,MPRTIP,,,,,LX831HBD1,201204,,,,200,L
EMDLBRF,HBD,HBX,63A-31HBD1,MP-RTIP BLOCK 40 FCA CONFIG,MPRTIP,,,,,LX831HBD1,201205,,,,300,L
EMDLBRF,HBD,HBX,63A-31HBD1,MP-RTIP BLOCK 40 FCA CONFIG,MPRTIP,,,,,LX831HBD1,201206,,,,354.44,L
EMDLBRF,HBD,HBX,63A51A-811H00F2,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201103,,,,0,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201101,,,,0,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201102,,,,196,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201103,,,,0,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201104,,,,7,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201105,,,,5.5,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201106,,,,14.5,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201108,,,,74,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201109,,,,100,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201110,,,,400,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201111,,,,675,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201112,,,,300,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201201,,,,370,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201202,,,,50,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201203,,,,200,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201204,,,,500,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201205,,,,700,L
EMDLBRF,HBG,HBX,63A-31HBG1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HBG1,201206,,,,806,L
EMDLBRF,HDX,HDX,63A51A-812H000G,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201103,,,,0,L
EMDLBRF,HDX,HDX,63A51A-812H000U,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201103,,,,0,L
EMDLBRF,HDX,HDX,63A51A-812H00F1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201103,,,,0,L
EMDLBRF,HDX,HDX,63A51A-812H00F2,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201103,,,,0,L
EMDLBRF,HDX,HDX,63A51A-813H000G,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201103,,,,0,L
EMDLBRF,HDX,HDX,63A51A-813H000G,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201111,,,,0,L
EMDLBRF,HDX,HDX,63A51A-813H000U,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201103,,,,0,L
EMDLBRF,HDX,HDX,63A51A-813H00F1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201103,,,,0,L
EMDLBRF,HDX,HDX,63A51A-813H00F1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201111,,,,0,L
EMDLBRF,HDX,HDX,63A51A-813H00F2,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201103,,,,0,L
EMDLBRF,HEX,HEX,63A51A-814H,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201111,,,,0,L
EMDLBRF,HEX,HEX,63A51A-814H00C1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201111,,,,0,L
EMDLBRF,HEX,HEX,63A51A-815H000U,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201103,,,,0,L
EMDLBRF,HEX,HEX,63A51A-815H00C2,MP-RTIP DETAIL DESIGN MECH SUBSYSTEMS,MPRTIP,,,,,LX863A51A,201103,,,,0,L
EMDLBRF,HEX,HEX,63A51A-815H00C2,MP-RTIP DETAIL DESIGN MECH SUBSYSTEMS,MPRTIP,,,,,LX863A51A,201111,,,,0,L
EMDLBRF,HEX,HEX,63A51A-815H00C4,MP-RTIP DETAIL DESIGN SUPPORT ECS/THERMO,MPRTIP,,,,,LX863A51A,201103,,,,0,L
EMDLBRF,HEX,HEX,63A51A-815H05C4,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201101,,,,102.736474,L
EMDLBRF,HEX,HEX,63A51A-815H05C4,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201102,,,,226,L
EMDLBRF,HEX,HEX,63A51A-815H05C4,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201103,,,,97.74,L
EMDLBRF,HEX,HEX,63A51A-815H05C4,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201104,,,,107.14,L
EMDLBRF,HEX,HEX,63A51A-815H05C4,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201105,,,,24.74,L
EMDLBRF,HEX,HEX,63A51A-815H05C4,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201106,,,,25,L
EMDLBRF,HEX,HEX,63A51A-815H05C4,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201107,,,,0,L
EMDLBRF,HEX,HEX,63A51A-815H05C4,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201111,,,,0,L
EMDLBRF,HEX,HEX,63A51A-815H06C4,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201103,,,,0,L
EMDLBRF,HEX,HEX,63A51A-818H000J,MP-RTIP DETAIL DESIGN AVIONICS,MPRTIP,,,,,LX863A51A,201104,,,,0,L
EMDLBRF,HEX,HEX,63A51A-818H00C3,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201103,,,,0,L
EMDLBRF,HEX,HEX,63A51A-818H00C3,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201104,,,,0,L
EMDLBRF,HEX,HEX,63A51A-818H00C3,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201111,,,,0,L
EMDLBRF,HJD,HJX,63A51A-819H,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201103,,,,0,L
EMDLBRF,HJD,HJX,63A51A-819H,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201107,,,,0,L
EMDLBRF,HJD,HJX,63A51A-819H,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201109,,,,0,L
EMDLBRF,HJA,HJX,63A51A-819H000A,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201103,,,,0,L
EMDLBRF,HJA,HJX,63A51A-819H000A,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201104,,,,0,L
EMDLBRF,HJA,HJX,63A51A-819H000A,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX863A51A,201111,,,,0,L
EMDLBRF,HJA,HJX,63A-31HJA1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HJA1,201101,,,,72.5,L
EMDLBRF,HJA,HJX,63A-31HJA1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HJA1,201102,,,,60.5,L
EMDLBRF,HJA,HJX,63A-31HJA1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HJA1,201103,,,,190.91,L
EMDLBRF,HJA,HJX,63A-31HJA1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HJA1,201104,,,,68.1,L
EMDLBRF,HJA,HJX,63A-31HJA1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HJA1,201105,,,,66.9,L
EMDLBRF,HJA,HJX,63A-31HJA1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HJA1,201106,,,,32,L
EMDLBRF,HJA,HJX,63A-31HJA1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HJA1,201107,,,,51.5,L
EMDLBRF,HJA,HJX,63A-31HJA1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HJA1,201108,,,,174,L
EMDLBRF,HJA,HJX,63A-31HJA1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HJA1,201109,,,,214.5,L
EMDLBRF,HJA,HJX,63A-31HJA1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HJA1,201110,,,,110,L
EMDLBRF,HJA,HJX,63A-31HJA1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HJA1,201111,,,,110,L
EMDLBRF,HJA,HJX,63A-31HJA1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HJA1,201112,,,,110,L
EMDLBRF,HJA,HJX,63A-31HJA1,MP-RTIP DETAIL DESIGN,MPRTIP,,,,,LX831HJA1,201201,,,,110,L
