PROJECT,WBS ID,DESCRIPTION,ALIAS,E,XREF-7,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,XREF-4,E
GHBOA27,42000A-0863H,SEIT Support DMAP,FFP,W,,LY842000A,CAA,,201203,0.00,0.00,0.00,37.60,0.00,0.00,0.00,0.00,0.00,0.00,5988.77,1,,L
GHBOA27,42000A-09E31,Specifications and Standards,FFP,W,,LY842000A,MAA,,201102,0.22,0.00,0.22,0.22,11.92,11.92,0.00,32.51,32.51,0.00,32.51,1,,L
GHBOA27,42000A-09E31,Specifications and Standards,FFP,W,,LY842000A,MAA,,201103,0.28,0.00,0.28,0.28,14.90,14.90,0.00,40.63,40.63,0.00,40.63,1,,L
GHBOA27,42000A-09E31,Specifications and Standards,FFP,W,,LY842000A,MAA,,201104,0.22,0.00,0.22,0.22,11.92,11.92,0.00,32.51,32.51,0.00,32.51,1,,L
GHBOA27,42000A-09E31,Specifications and Standards,FFP,W,,LY842000A,MAA,,201105,0.22,13.00,0.22,0.22,11.92,11.92,882.96,32.51,32.51,2367.80,32.51,1,,L
GHBOA27,42000A-09E31,Specifications and Standards,FFP,W,,LY842000A,MAA,,201106,0.26,0.00,0.26,0.26,13.71,13.71,0.00,37.38,37.38,0.00,37.38,1,,L
GHBOA27,42000A-09E31,Specifications and Standards,FFP,W,,LY842000A,MAA,,201107,0.21,0.00,0.21,0.21,11.33,11.33,0.00,30.88,30.88,0.00,30.88,1,,L
GHBOA27,42000A-09E31,Specifications and Standards,FFP,W,,LY842000A,MAA,,201108,0.22,0.00,0.22,0.22,11.92,11.92,0.00,32.51,32.51,0.00,33.56,1,,L
GHBOA27,42000A-09E31,Specifications and Standards,FFP,W,,LY842000A,MAA,,201109,0.27,0.00,0.27,0.27,14.31,14.31,0.00,39.01,39.01,0.00,40.27,1,,L
GHBOA27,42000A-09E31,Specifications and Standards,FFP,W,,LY842000A,MAA,,201110,0.22,0.00,0.22,0.22,11.92,11.92,0.00,32.51,32.51,0.00,33.56,1,,L
GHBOA27,42000A-09E31,Specifications and Standards,FFP,W,,LY842000A,MAA,,201111,0.21,0.00,0.21,0.21,11.33,11.33,0.00,30.88,30.88,0.00,31.88,1,,L
GHBOA27,42000A-09E31,Specifications and Standards,FFP,W,,LY842000A,MAA,,201112,0.22,0.00,0.22,0.22,11.92,11.92,0.00,32.51,32.51,0.00,33.56,1,,L
GHBOA27,42000A-09E31,Specifications and Standards,FFP,W,,LY842000A,MAA,,201201,0.14,0.00,0.14,0.14,8.06,8.06,0.00,22.44,22.44,0.00,23.01,1,,L
GHBOA27,42000A-09F61,Data Management,FFP,W,,LY842000A,SE2,,201102,1.00,1.20,1.00,1.00,53.65,53.65,46.56,146.28,146.28,124.86,146.28,1,,L
GHBOA27,42000A-09F61,Data Management,FFP,W,,LY842000A,SE2,,201103,6.00,0.00,6.00,6.20,321.90,321.90,0.00,877.65,877.65,0.00,906.91,1,,L
GHBOA27,42000A-09F61,Data Management,FFP,W,,LY842000A,SE2,,201104,7.00,1.00,7.00,7.70,375.55,375.55,54.08,1023.93,1023.93,145.02,1126.32,1,,L
GHBOA27,42000A-09F61,Data Management,FFP,W,,LY842000A,SE2,,201105,6.00,4.50,6.00,7.45,321.90,321.90,160.13,877.65,877.65,429.41,1089.75,1,,L
GHBOA27,42000A-09F61,Data Management,FFP,W,,LY842000A,SE2,,201106,6.00,2.50,6.00,7.85,321.90,321.90,75.75,877.65,877.65,203.14,1148.26,1,,L
GHBOA27,42000A-09F61,Data Management,FFP,W,,LY842000A,SE2,,201107,7.00,1.50,7.00,9.60,375.55,375.55,45.45,1023.93,1023.93,121.88,1404.24,1,,L
GHBOA27,42000A-09F61,Data Management,FFP,W,,LY842000A,SE2,,201108,6.00,0.00,6.00,9.85,321.90,321.90,0.00,877.65,877.65,0.00,1487.52,1,,L
GHBOA27,42000A-09F61,Data Management,FFP,W,,LY842000A,SE2,,201109,6.00,0.00,6.00,11.85,321.90,321.90,0.00,877.65,877.65,0.00,1789.55,1,,L
GHBOA27,42000A-09F61,Data Management,FFP,W,,LY842000A,SE2,,201110,8.00,0.00,8.00,2.49,429.20,429.20,0.00,1170.20,1170.20,0.00,376.03,1,,L
GHBOA27,42000A-09F61,Data Management,FFP,W,,LY842000A,SE2,,201111,6.00,0.00,6.00,3.50,321.90,321.90,0.00,877.65,877.65,0.00,528.56,1,,L
GHBOA27,42000A-09F61,Data Management,FFP,W,,LY842000A,SE2,,201112,4.00,0.00,4.00,5.50,214.60,214.60,0.00,585.10,585.10,0.00,830.59,1,,L
GHBOA27,42000A-09F61,Data Management,FFP,W,,LY842000A,SE2,,201201,3.99,0.00,3.99,4.49,222.64,222.64,0.00,619.85,619.85,0.00,715.15,1,,L
GHBOA27,42000A-09F70,Engineering Planning and Integration,FFP,W,,LY842000A,MAA,,201101,0.00,0.50,0.00,0.00,0.00,0.00,13.16,0.00,0.00,35.29,0.00,1,,L
GHBOA27,42000A-09F70,Engineering Planning and Integration,FFP,W,,LY842000A,MAA,,201102,15.80,15.80,15.80,15.80,847.67,847.67,589.89,2311.15,2311.15,1581.88,2311.15,1,,L
GHBOA27,42000A-09F70,Engineering Planning and Integration,FFP,W,,LY842000A,MAA,,201103,5.84,4.30,5.84,5.84,313.12,313.12,216.66,853.71,853.71,581.01,853.71,1,,L
GHBOA27,42000A-09F70,Engineering Planning and Integration,FFP,W,,LY842000A,MAA,,201104,4.67,3.40,4.67,4.67,250.49,250.49,139.78,682.97,682.97,374.84,682.97,1,,L
GHBOA27,42000A-09F70,Engineering Planning and Integration,FFP,W,,LY842000A,MAA,,201105,4.67,2.40,4.67,4.67,250.49,250.49,112.14,682.97,682.97,300.72,682.97,1,,L
GHBOA27,42000A-09F70,Engineering Planning and Integration,FFP,W,,LY842000A,MAA,,201106,5.37,3.90,5.37,5.37,288.07,288.07,168.73,785.41,785.41,452.48,785.41,1,,L
GHBOA27,42000A-09F70,Engineering Planning and Integration,FFP,W,,LY842000A,MAA,,201107,4.44,4.40,4.44,4.44,237.97,237.97,173.10,648.82,648.82,464.19,648.82,1,,L
GHBOA27,42000A-09F70,Engineering Planning and Integration,FFP,W,,LY842000A,MAA,,201108,4.67,1.60,4.67,4.67,250.49,250.49,53.23,682.97,682.97,145.13,705.11,1,,L
GHBOA27,42000A-09F70,Engineering Planning and Integration,FFP,W,,LY842000A,MAA,,201109,5.60,9.20,5.60,5.60,300.59,300.59,368.03,819.56,819.56,986.93,846.13,1,,L
GHBOA27,42000A-09F70,Engineering Planning and Integration,FFP,W,,LY842000A,MAA,,201110,4.67,7.50,4.67,4.67,250.49,250.49,277.92,682.97,682.97,745.29,705.11,1,,L
GHBOA27,42000A-09F70,Engineering Planning and Integration,FFP,W,,LY842000A,MAA,,201111,4.44,3.20,4.44,4.44,237.97,237.97,118.27,648.82,648.82,317.16,669.85,1,,L
GHBOA27,42000A-09F70,Engineering Planning and Integration,FFP,W,,LY842000A,MAA,,201112,4.67,4.00,4.67,4.67,250.49,250.49,105.68,682.97,682.97,283.40,705.11,1,,L
GHBOA27,42000A-09F70,Engineering Planning and Integration,FFP,W,,LY842000A,MAA,,201201,3.03,0.00,3.03,3.03,169.35,169.35,0.00,471.47,471.47,0.00,483.38,1,,L
GHBOA27,42000A-0MU11,MSUB Labor,FFP,W,,LY842000A,MAA,,201101,0.00,34.31,0.00,0.00,0.00,0.00,1644.30,0.00,0.00,4409.45,0.00,1,,L
GHBOA27,42000A-0MU11,MSUB Labor,FFP,W,,LY842000A,MAA,,201102,0.00,97.99,0.00,0.00,0.00,0.00,4700.15,0.00,0.00,12604.19,0.00,1,,L
GHBOA27,42000A-0MU11,MSUB Labor,FFP,W,,LY842000A,MAA,,201103,3.00,0.00,3.00,0.00,144.21,144.21,0.00,393.18,393.18,0.00,0.00,1,,L
GHBOA27,42000A-0MU11,MSUB Labor,FFP,W,,LY842000A,MAA,,201104,2.00,0.00,2.00,3.00,96.14,96.14,0.00,262.12,262.12,0.00,393.18,1,,L
GHBOA27,42000A-0MU11,MSUB Labor,FFP,W,,LY842000A,MAA,,201105,2.00,0.00,2.00,3.00,96.14,96.14,0.00,262.12,262.12,0.00,393.18,1,,L
GHBOA27,42000A-0MU11,MSUB Labor,FFP,W,,LY842000A,MAA,,201106,3.00,0.00,3.00,0.00,144.21,144.21,0.00,393.18,393.18,0.00,0.10,1,,L
GHBOA27,42000A-0MU11,MSUB Labor,FFP,W,,LY842000A,MAA,,201107,2.50,1.01,2.50,3.00,120.18,120.18,40.42,327.65,327.65,108.39,392.86,1,,L
GHBOA27,42000A-0MU11,MSUB Labor,FFP,W,,LY842000A,MAA,,201108,2.00,0.00,2.00,0.00,96.14,96.14,0.00,262.12,262.12,0.00,-0.58,1,,L
GHBOA27,42000A-0MU11,MSUB Labor,FFP,W,,LY842000A,MAA,,201109,2.50,15.00,2.50,15.00,120.18,120.18,591.30,327.65,327.65,1585.66,2108.73,1,,L
GHBOA27,42000A-0MU11,MSUB Labor,FFP,W,,LY842000A,MAA,,201110,2.00,0.00,2.00,2.00,96.14,96.14,0.00,262.12,262.12,0.00,280.60,1,,L
GHBOA27,42000A-0MU11,MSUB Labor,FFP,W,,LY842000A,MAA,,201111,2.00,0.00,2.00,2.00,96.14,96.14,0.00,262.12,262.12,0.00,280.84,1,,L
GHBOA27,42000A-0MU11,MSUB Labor,FFP,W,,LY842000A,MAA,,201112,2.00,5.57,2.00,2.00,96.14,96.14,223.12,262.12,262.12,598.33,280.60,1,,L
GHBOA27,42000A-0MU11,MSUB Labor,FFP,W,,LY842000A,MAA,,201201,2.40,0.00,2.40,1.42,119.98,119.98,0.00,334.02,334.02,0.00,210.20,1,,L
GHBOA27,42000A-0Q39G,Quality Support,FFP,W,,LY842000A,QXX,,201103,2.00,0.00,2.00,0.00,84.36,84.36,0.00,325.89,325.89,0.00,0.00,1,,L
GHBOA27,42000A-0Q39G,Quality Support,FFP,W,,LY842000A,QXX,,201104,1.50,0.00,1.50,1.50,63.27,63.27,0.00,244.42,244.42,0.00,244.42,1,,L
GHBOA27,42000A-0Q39G,Quality Support,FFP,W,,LY842000A,QXX,,201105,1.50,0.00,1.50,1.75,63.27,63.27,0.00,244.42,244.42,0.00,285.16,1,,L
GHBOA27,42000A-0Q39G,Quality Support,FFP,W,,LY842000A,QXX,,201106,2.00,9.00,2.00,9.00,84.36,84.36,611.28,325.89,325.89,1639.24,1465.78,1,,L
GHBOA27,42000A-0Q39G,Quality Support,FFP,W,,LY842000A,QXX,,201107,1.50,19.00,1.50,1.00,63.27,63.27,1290.48,244.42,244.42,3460.62,163.39,1,,L
GHBOA27,42000A-0Q39G,Quality Support,FFP,W,,LY842000A,QXX,,201108,1.50,0.00,1.50,0.00,63.27,63.27,0.00,244.42,244.42,0.00,0.57,1,,L
GHBOA27,42000A-0Q39G,Quality Support,FFP,W,,LY842000A,QXX,,201109,2.00,0.00,2.00,0.00,84.36,84.36,0.00,325.89,325.89,0.00,-0.65,1,,L
GHBOA27,42000A-0Q39G,Quality Support,FFP,W,,LY842000A,QXX,,201110,1.50,0.00,1.50,0.00,63.27,63.27,0.00,244.42,244.42,0.00,0.57,1,,L
GHBOA27,42000A-0Q39G,Quality Support,FFP,W,,LY842000A,QXX,,201111,1.50,0.00,1.50,0.00,63.27,63.27,0.00,244.42,244.42,0.00,0.46,1,,L
GHBOA27,42000A-0Q39G,Quality Support,FFP,W,,LY842000A,QXX,,201112,1.50,0.00,1.50,0.00,63.27,63.27,0.00,244.42,244.42,0.00,0.57,1,,L
GHBOA27,42000A-0Q39G,Quality Support,FFP,W,,LY842000A,QXX,,201201,1.50,0.00,1.50,0.00,65.81,65.81,0.00,256.16,256.16,0.00,0.48,1,,L
GHBOA27,42000A-0Q39G,Quality Support,FFP,W,,LY842000A,QXX,,201202,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,L
GHBOA27,42000A-0Q39G,Quality Support,FFP,W,,LY842000A,QXX,,201203,0.00,0.00,0.00,6.99,0.00,0.00,0.00,0.00,0.00,0.00,1230.83,1,,L
GHBOA27,42000A-0RH62,GH Contracts Administrator,FFP,W,,LY842000A,MAA,,201101,17.00,17.00,17.00,17.00,774.69,774.69,449.31,2112.17,2112.17,1204.90,2112.17,1,,L
GHBOA27,42000A-0RH62,GH Contracts Administrator,FFP,W,,LY842000A,MAA,,201102,21.50,38.50,21.50,21.50,979.76,979.76,1017.56,2671.27,2671.27,2728.75,2671.27,1,,L
GHBOA27,42000A-0RH62,GH Contracts Administrator,FFP,W,,LY842000A,MAA,,201103,33.69,23.00,33.69,33.69,1535.40,1535.40,632.29,4186.22,4186.22,1695.58,4186.22,1,,L
GHBOA27,42000A-0RH62,GH Contracts Administrator,FFP,W,,LY842000A,MAA,,201104,26.95,34.00,26.95,26.95,1228.32,1228.32,934.69,3348.98,3348.98,2506.52,3348.98,1,,L
GHBOA27,42000A-0RH62,GH Contracts Administrator,FFP,W,,LY842000A,MAA,,201105,26.95,29.00,26.95,26.95,1228.32,1228.32,797.25,3348.98,3348.98,2137.95,3348.98,1,,L
GHBOA27,42000A-0RH62,GH Contracts Administrator,FFP,W,,LY842000A,MAA,,201106,31.00,29.50,31.00,31.00,1412.57,1412.57,811.00,3851.32,3851.32,2174.82,3851.32,1,,L
GHBOA27,42000A-0RH62,GH Contracts Administrator,FFP,W,,LY842000A,MAA,,201107,25.61,42.50,25.61,25.61,1166.90,1166.90,1168.39,3181.53,3181.53,3133.22,3181.53,1,,L
GHBOA27,42000A-0RH62,GH Contracts Administrator,FFP,W,,LY842000A,MAA,,201108,26.95,61.80,26.95,26.95,1228.32,1228.32,1698.96,3348.98,3348.98,4632.16,3326.08,1,,L
GHBOA27,42000A-0RH62,GH Contracts Administrator,FFP,W,,LY842000A,MAA,,201109,32.35,35.00,32.35,32.35,1473.98,1473.98,962.19,4018.77,4018.77,2580.26,3991.30,1,,L
GHBOA27,42000A-0RH62,GH Contracts Administrator,FFP,W,,LY842000A,MAA,,201110,26.95,23.50,26.95,26.95,1228.32,1228.32,646.06,3348.98,3348.98,1732.51,3326.08,1,,L
GHBOA27,42000A-0RH62,GH Contracts Administrator,FFP,W,,LY842000A,MAA,,201111,25.61,28.00,25.61,25.61,1166.90,1166.90,769.75,3181.53,3181.53,2064.21,3159.78,1,,L
GHBOA27,42000A-0RH62,GH Contracts Administrator,FFP,W,,LY842000A,MAA,,201112,26.95,15.00,26.95,26.95,1228.32,1228.32,412.37,3348.98,3348.98,1105.83,3326.08,1,,L
GHBOA27,42000A-0RH62,GH Contracts Administrator,FFP,W,,LY842000A,MAA,,201201,25.61,42.20,25.61,25.61,1213.51,1213.51,1445.08,3378.47,3378.47,3936.84,3332.61,1,,L
GHBOA27,42000A-0TD71,GH Cost Management,FFP,W,,LY842000A,MAA,,201101,12.30,12.30,12.30,12.30,560.51,560.51,300.12,1528.22,1528.22,804.82,1528.22,1,,L
GHBOA27,42000A-0TD71,GH Cost Management,FFP,W,,LY842000A,MAA,,201102,37.80,50.10,37.80,37.80,1722.55,1722.55,1465.28,4696.47,4696.47,3929.38,4696.47,1,,L
GHBOA27,42000A-0TD71,GH Cost Management,FFP,W,,LY842000A,MAA,,201103,19.74,18.60,19.74,19.74,899.65,899.65,495.66,2452.87,2452.87,1329.19,2452.87,1,,L
GHBOA27,42000A-0TD71,GH Cost Management,FFP,W,,LY842000A,MAA,,201104,15.79,31.20,15.79,15.79,719.72,719.72,812.10,1962.29,1962.29,2177.77,1962.29,1,,L
GHBOA27,42000A-0TD71,GH Cost Management,FFP,W,,LY842000A,MAA,,201105,15.79,21.80,15.79,15.79,719.72,719.72,574.70,1962.29,1962.29,1541.15,1962.29,1,,L
GHBOA27,42000A-0TD71,GH Cost Management,FFP,W,,LY842000A,MAA,,201106,18.16,33.80,18.16,18.16,827.68,827.68,832.83,2256.64,2256.64,2233.36,2256.64,1,,L
GHBOA27,42000A-0TD71,GH Cost Management,FFP,W,,LY842000A,MAA,,201107,15.00,20.90,15.00,15.00,683.73,683.73,504.24,1864.18,1864.18,1352.20,1864.18,1,,L
GHBOA27,42000A-0TD71,GH Cost Management,FFP,W,,LY842000A,MAA,,201108,15.79,26.60,15.79,12.55,719.72,719.72,563.51,1962.29,1962.29,1536.39,1548.88,1,,L
GHBOA27,42000A-0TD71,GH Cost Management,FFP,W,,LY842000A,MAA,,201109,18.95,17.30,18.95,18.95,863.66,863.66,680.65,2354.75,2354.75,1825.27,2338.66,1,,L
GHBOA27,42000A-0TD71,GH Cost Management,FFP,W,,LY842000A,MAA,,201110,15.79,9.50,15.79,15.79,719.72,719.72,607.36,1962.29,1962.29,1628.73,1948.88,1,,L
GHBOA27,42000A-0TD71,GH Cost Management,FFP,W,,LY842000A,MAA,,201111,15.00,4.50,15.00,15.00,683.73,683.73,287.68,1864.18,1864.18,771.46,1851.44,1,,L
GHBOA27,42000A-0TD71,GH Cost Management,FFP,W,,LY842000A,MAA,,201112,15.79,8.00,15.79,15.79,719.72,719.72,511.44,1962.29,1962.29,1371.51,1948.88,1,,L
GHBOA27,42000A-0TD71,GH Cost Management,FFP,W,,LY842000A,MAA,,201201,10.27,0.30,10.27,13.34,486.50,486.50,7.86,1354.45,1354.45,21.41,1736.06,1,,L
GHBOA27,42000A-0TD74,Material Cost Management,FFP,W,,LY842000A,MAA,,201102,4.15,0.00,4.15,4.15,189.26,189.26,0.00,516.00,516.00,0.00,516.00,1,,L
GHBOA27,42000A-0TD74,Material Cost Management,FFP,W,,LY842000A,MAA,,201103,5.19,0.00,5.19,5.19,236.57,236.57,0.00,645.00,645.00,0.00,645.00,1,,L
GHBOA27,42000A-0TD74,Material Cost Management,FFP,W,,LY842000A,MAA,,201104,4.15,0.00,4.15,4.15,189.26,189.26,0.00,516.00,516.00,0.00,516.00,1,,L
GHBOA27,42000A-0TD74,Material Cost Management,FFP,W,,LY842000A,MAA,,201105,4.15,0.00,4.15,4.15,189.26,189.26,0.00,516.00,516.00,0.00,516.00,1,,L
GHBOA27,42000A-0TD74,Material Cost Management,FFP,W,,LY842000A,MAA,,201106,4.78,0.00,4.78,4.78,217.64,217.64,0.00,593.40,593.40,0.00,593.40,1,,L
GHBOA27,42000A-0TD74,Material Cost Management,FFP,W,,LY842000A,MAA,,201107,3.95,1.02,3.95,3.95,179.79,179.79,45.15,490.20,490.20,121.08,490.20,1,,L
GHBOA27,42000A-0TD74,Material Cost Management,FFP,W,,LY842000A,MAA,,201108,4.15,1.82,4.15,1.80,189.26,189.26,80.70,516.00,516.00,220.03,222.47,1,,L
GHBOA27,42000A-0TD74,Material Cost Management,FFP,W,,LY842000A,MAA,,201109,4.98,0.30,4.98,4.98,227.11,227.11,13.23,619.20,619.20,35.48,614.97,1,,L
GHBOA27,42000A-0TD74,Material Cost Management,FFP,W,,LY842000A,MAA,,201110,4.15,0.30,4.15,4.15,189.26,189.26,13.23,516.00,516.00,35.48,512.47,1,,L
GHBOA27,42000A-0TD74,Material Cost Management,FFP,W,,LY842000A,MAA,,201111,3.95,2.00,3.95,3.95,179.79,179.79,88.20,490.20,490.20,236.52,486.85,1,,L
GHBOA27,42000A-0TD74,Material Cost Management,FFP,W,,LY842000A,MAA,,201112,4.15,4.55,4.15,4.15,189.26,189.26,213.21,516.00,516.00,571.76,512.47,1,,L
GHBOA27,42000A-0TD74,Material Cost Management,FFP,W,,LY842000A,MAA,,201201,2.70,1.50,2.70,4.93,127.93,127.93,66.15,356.16,356.16,180.21,641.33,1,,L
GHBOA27,42000A-0TD76,Master Planning and Scheduling,FFP,W,,LY842000A,SXX,,201102,0.00,1.08,0.00,0.00,0.00,0.00,51.07,0.00,0.00,136.95,0.00,1,,L
GHBOA27,42000A-0TD76,Master Planning and Scheduling,FFP,W,,LY842000A,SXX,,201103,11.00,0.00,11.00,11.00,501.27,501.27,0.00,1366.70,1366.70,0.00,1366.70,1,,L
GHBOA27,42000A-0TD76,Master Planning and Scheduling,FFP,W,,LY842000A,SXX,,201104,14.00,4.89,14.00,4.89,637.98,637.98,246.20,1739.43,1739.43,660.22,607.56,1,,L
GHBOA27,42000A-0TD76,Master Planning and Scheduling,FFP,W,,LY842000A,SXX,,201105,12.00,10.57,12.00,15.31,546.84,546.84,528.33,1490.94,1490.94,1416.80,1902.17,1,,L
GHBOA27,42000A-0TD76,Master Planning and Scheduling,FFP,W,,LY842000A,SXX,,201106,12.00,13.16,12.00,16.08,546.84,546.84,657.43,1490.94,1490.94,1763.00,1997.40,1,,L
GHBOA27,42000A-0TD76,Master Planning and Scheduling,FFP,W,,LY842000A,SXX,,201107,13.00,10.75,13.00,17.36,592.41,592.41,539.75,1615.19,1615.19,1447.42,2157.43,1,,L
GHBOA27,42000A-0TD76,Master Planning and Scheduling,FFP,W,,LY842000A,SXX,,201108,12.00,7.91,12.00,17.56,546.84,546.84,395.46,1490.94,1490.94,1078.21,2166.80,1,,L
GHBOA27,42000A-0TD76,Master Planning and Scheduling,FFP,W,,LY842000A,SXX,,201109,12.00,13.63,12.00,19.78,546.84,546.84,686.15,1490.94,1490.94,1840.02,2440.98,1,,L
GHBOA27,42000A-0TD76,Master Planning and Scheduling,FFP,W,,LY842000A,SXX,,201110,14.00,8.58,14.00,13.00,637.98,637.98,430.12,1739.43,1739.43,1153.43,1604.12,1,,L
GHBOA27,42000A-0TD76,Master Planning and Scheduling,FFP,W,,LY842000A,SXX,,201111,12.00,0.00,12.00,14.50,546.84,546.84,0.00,1490.94,1490.94,0.00,1789.77,1,,L
GHBOA27,42000A-0TD76,Master Planning and Scheduling,FFP,W,,LY842000A,SXX,,201112,9.00,0.00,9.00,22.00,410.13,410.13,0.00,1118.21,1118.21,0.00,2714.68,1,,L
GHBOA27,42000A-0TD76,Master Planning and Scheduling,FFP,W,,LY842000A,SXX,,201201,10.54,0.00,10.54,21.22,499.49,499.49,0.00,1390.61,1390.61,0.00,2762.24,1,,L
GHBOA27,42000P-03D82,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201101,31.59,0.00,31.59,31.59,1499.26,1499.26,0.00,5791.87,5791.87,0.00,5791.87,1,,L
GHBOA27,42000P-03D82,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201103,0.00,33.10,0.00,0.00,0.00,0.00,1351.32,0.00,0.00,5067.29,0.00,1,,L
GHBOA27,42000P-0805H,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201101,32.40,0.00,32.40,32.40,1919.70,1919.70,0.00,5234.00,5234.00,0.00,5234.00,1,,L
GHBOA27,42000P-0805H,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201103,0.00,36.00,0.00,0.00,0.00,0.00,2646.00,0.00,0.00,7095.66,0.00,1,,L
GHBOA27,42000P-0862H,Proposal Prep Actual,FFP,W,,LY842000P,CAC,,201101,9.45,0.00,9.45,9.45,506.99,506.99,0.00,1382.30,1382.30,0.00,1382.30,1,,L
GHBOA27,42000P-0862H,Proposal Prep Actual,FFP,W,,LY842000P,CAC,,201103,0.00,10.50,0.00,0.00,0.00,0.00,564.69,0.00,0.00,1514.30,0.00,1,,L
GHBOA27,42000P-0865H,Proposal Prep Actual,FFP,W,,LY842000P,C00,,201101,42.75,0.00,42.75,42.75,2293.54,2293.54,0.00,6253.26,6253.26,0.00,6253.26,1,,L
GHBOA27,42000P-0865H,Proposal Prep Actual,FFP,W,,LY842000P,C00,,201103,0.00,46.50,0.00,0.00,0.00,0.00,2992.62,0.00,0.00,8025.18,0.00,1,,L
GHBOA27,42000P-0882H,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201101,20.25,0.00,20.25,20.25,1199.81,1199.81,0.00,3271.25,3271.25,0.00,3271.25,1,,L
GHBOA27,42000P-0882H,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201103,0.00,22.50,0.00,0.00,0.00,0.00,1219.64,0.00,0.00,3270.66,0.00,1,,L
GHBOA27,42000P-09E26,Proposal Prep Actual,FFP,W,,LY842000P,TAH,,201101,30.15,0.00,30.15,30.15,1330.82,1330.82,0.00,3628.44,3628.44,0.00,3628.44,1,,L
GHBOA27,42000P-09E26,Proposal Prep Actual,FFP,W,,LY842000P,TAH,,201103,0.00,34.00,0.00,0.00,0.00,0.00,1528.64,0.00,0.00,4099.29,0.00,1,,L
GHBOA27,42000P-09G02,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201101,0.45,0.00,0.45,0.45,19.86,19.86,0.00,54.16,54.16,0.00,54.16,1,,L
GHBOA27,42000P-09G02,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201103,0.00,0.50,0.00,0.00,0.00,0.00,12.73,0.00,0.00,34.14,0.00,1,,L
GHBOA27,42000P-09Q4C,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201101,0.90,0.00,0.90,0.90,48.29,48.29,0.00,131.65,131.65,0.00,131.65,1,,L
GHBOA27,42000P-09Q4C,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201103,0.00,1.00,0.00,0.00,0.00,0.00,47.09,0.00,0.00,126.28,0.00,1,,L
GHBOA27,42000P-09Q4C,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201104,0.00,22.00,0.00,0.00,0.00,0.00,1494.24,0.00,0.00,4007.04,0.00,1,,L
GHBOA27,42000P-09Q4C,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201108,0.00,23.00,0.00,0.00,0.00,0.00,1562.16,0.00,0.00,4259.18,0.00,1,,L
GHBOA27,42000P-0MU11,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201102,10.00,0.00,10.00,10.00,480.70,480.70,0.00,1310.61,1310.61,0.00,1310.61,1,,L
GHBOA27,42000P-0MU11,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201103,15.40,35.05,15.40,15.40,740.28,740.28,1842.65,2018.34,2018.34,4941.36,2018.34,1,,L
GHBOA27,42000P-0Q39G,Proposal Prep Actual,FFP,W,,LY842000P,QXX,,201102,0.50,0.00,0.50,0.50,21.09,21.09,0.00,81.47,81.47,0.00,81.47,1,,L
GHBOA27,42000P-0Q39G,Proposal Prep Actual,FFP,W,,LY842000P,QXX,,201103,0.00,0.50,0.00,0.00,0.00,0.00,26.92,0.00,0.00,100.95,0.00,1,,L
GHBOA27,42000P-0RH62,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201101,142.74,0.00,142.74,142.74,6504.66,6504.66,0.00,17734.76,17734.76,0.00,17734.76,1,,L
GHBOA27,42000P-0RH62,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201103,0.00,176.60,0.00,0.00,0.00,0.00,4667.71,0.00,0.00,12517.20,0.00,1,,L
GHBOA27,42000P-0RM90,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201101,129.81,0.00,129.81,129.81,5915.44,5915.44,0.00,16128.27,16128.27,0.00,16128.27,1,,L
GHBOA27,42000P-0RM90,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201103,0.00,142.24,0.00,0.00,0.00,0.00,6347.01,0.00,0.00,17020.50,0.00,1,,L
GHBOA27,42000P-0RZ40,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201101,178.02,0.00,178.02,178.02,8112.37,8112.37,0.00,22118.13,22118.13,0.00,22118.13,1,,L
GHBOA27,42000P-0RZ40,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201103,0.00,186.80,0.00,0.00,0.00,0.00,8417.43,0.00,0.00,22572.66,0.00,1,,L
